From,To,Volume,Cost,Var,prob
440,468,613.4497897,0.798942166,0.005330552,1.0
441,67,303.0,1.000000064,0.060149159,1.0
441,440,935.4204342,1.026743643,0.103690861,1.0
441,442,1529.279918,1.424451215,0.00054598,1.0
442,388,475.0,1.124124707,0.17419381,1.0
442,441,760.4204342,1.103088596,0.094474182,1.0
442,443,1291.403428,0.37722872,0.012461096,1.0
442,444,1014.279792,0.610110961,0.003939103,1.0
443,52,395.7128714,0.920000013,0.006805309,0.966384718440103
443,385,1076.279918,0.682823895,0.074526049,1.0
443,442,419.7676484,0.333503115,0.001053793,0.6908737614126351
444,52,332.0,1.4,0.221287758,1.0
444,442,631.9706445,0.578284495,0.035730544,1.0
444,445,1308.279792,0.749230171,0.000123539,1.0
445,444,963.9706445,0.657546297,0.00323113,1.0
445,446,295.0,0.891546081,0.054888752,1.0
445,455,1515.07969,0.683471043,0.015028045,1.0
445,1034,29.20010159,0.860884898,0.055791764,1.0
446,52,7.0,1.360000102,0.002834393,1.0
446,445,108.0,0.888496378,0.000179366,1.0
446,447,300.0,0.944284676,0.030611731,1.0
447,49,371.0,0.440000025,0.002983779,1.0
447,369,431.0,0.744702827,0.082859075,1.0
447,446,115.0,0.941162097,0.020200126,1.0
448,365,286.0,1.100738344,0.063441564,1.0
448,449,199.6157744,1.085541634,0.056274637,1.0
448,455,0.0,0.991304398,0.06957613,1.0
449,448,41.8743202,1.069632383,0.032988019,0.7802510561192452
449,450,187.6157744,0.01,1.35e-05,1.0
449,451,12.0,0.01,3.29e-08,1.0
450,449,21.0,0.01,1.87e-06,1.0
450,451,739.9706445,0.01,1.26e-07,1.0
450,628,1679.065094,1.116198406,0.041185169,1.0
451,449,20.8743202,0.01,2.85e-06,1.0
451,450,1491.449319,0.01,6.46e-08,1.0
451,452,751.9706445,0.716014287,0.027983255,1.0
452,451,1512.323639,0.969085735,0.097853009,1.0
452,453,564.0145963,0.36689068,0.000156916,1.0
452,454,1187.096324,0.52938487,0.012750474,1.0
453,66,76.0,0.920000013,0.081891718,1.0
453,452,1177.929568,0.410159814,0.006736324,1.0
453,456,603.0145963,2.194376898,0.083530116,1.0
454,66,38.0,0.760000038,0.003196107,0.5964065928029836
454,452,1333.534347,0.570159789,0.01685773,1.0
454,455,1260.096324,0.517239619,0.036423696,1.0
455,445,1046.970644,0.531674601,0.030355362,1.0
455,448,364.7414542,1.002093629,0.1012117,1.0
455,454,1363.463916,0.548389739,0.046784319,1.0
456,69,92.0,0.840000025,0.092903665,1.0
456,453,974.0,2.032025893,0.088805489,1.0
456,457,718.0145963,1.591762776,0.143567561,1.0
457,73,10.0,1.2,0.144193985,1.0
457,456,569.0,1.231929664,0.00458811,1.0
457,458,829.0145963,0.802652416,0.06974531,1.0
458,457,460.0,0.784050704,0.09108998,1.0
458,459,759.0145963,0.01,4.68e-06,1.0
458,460,70.0,0.01,9.45e-06,1.0
459,458,442.0,0.01,1.16e-05,1.0
459,460,1448.614142,0.01,1.28e-06,1.0
459,768,3687.892304,0.758345298,0.041967795,1.0
460,458,18.0,0.01,9.24e-06,0.6075731160834449
460,459,2928.877707,0.01,1.14e-05,1.0
460,461,1518.614142,0.741412164,0.004904652,1.0
461,460,2946.877707,1.842848541,0.242972298,0.9602025530535598
461,462,1425.614142,0.327004999,0.005343779,1.0
461,482,93.0,1.539132742,0.047529534,1.0
462,461,1864.68323,0.363282733,0.008606418,1.0
462,463,1502.614142,0.389165131,0.010668168,1.0
463,462,1648.68323,0.400650823,0.003329872,1.0
463,464,118.7998984,0.939220846,0.02198289,1.0
463,466,1552.614142,0.942263129,0.003700866,1.0
463,482,0.0,1.200000017,0.041774772,1.0
464,73,39.0,1.880000051,0.00380731,1.0
464,463,230.0,0.940860861,0.128137338,1.0
464,465,122.0,1.382758609,0.212797822,0.9773006842271152
465,68,52.0,0.480000019,0.032783962,1.0
465,464,205.2001016,1.384138835,0.148596449,1.0
465,1034,346.0,2.295495758,0.327576213,1.0
466,463,1561.483128,0.943849183,0.049617691,1.0
466,467,599.3938252,0.674855698,0.019155969,1.0
466,470,1969.38179,0.535056012,0.010202866,1.0
466,500,392.0,1.40791856,0.179705889,1.0
467,71,59.0,1.000000064,0.00031593,1.0
467,466,843.4497897,0.710980645,0.008580303,1.0
467,468,765.3938252,0.925448695,0.006075017,1.0
468,70,53.0,0.6,0.000324849,1.0
468,440,1093.279918,0.842329444,0.015171393,0.8649268158388866
468,467,770.4497897,0.926658142,0.024336947,1.0
469,139,69.0,2.000000127,0.006053249,1.0
469,427,0.0,9.608696094,7.699053252,1.0
469,481,20.0,6.283636476,0.002176899,1.0
469,510,0.0,6.478261164,0.584021692,0.8735087046911665
470,72,365.0,0.440000025,0.006604677,1.0
470,466,825.3892895,0.445481069,0.013700461,1.0
470,471,1665.38179,0.482713121,0.018323654,1.0
471,470,886.3892895,0.445940028,0.010557394,1.0
471,472,77.0,0.59259474,0.000649746,1.0
471,474,1637.38179,0.439558679,1.21e-05,1.0
472,71,0.0,1.960000102,0.493362696,1.0
472,471,100.7160786,0.592600623,0.004624975,1.0
472,473,102.0,1.240758612,0.014246935,1.0
473,70,60.0,0.840000025,0.009919323,1.0
473,439,240.1139067,0.593179599,0.009836191,1.0
473,472,100.7160786,1.240757529,0.107680704,0.5517572873934132
474,437,1484.38179,2.64083294,0.003519111,1.0
474,471,834.6732108,0.408413895,0.003881067,1.0
474,475,149.0,0.637683019,0.004220781,1.0
474,502,13.0,2.180001389,0.24191768,1.0
475,474,11.0,0.637681196,0.019194627,1.0
475,476,149.0,0.01,1.73e-06,1.0
476,475,11.0,0.01,6.48e-06,1.0
476,477,149.0,0.826089336,0.030123847,1.0
477,61,113.0,1.120000076,0.070418289,1.0
477,476,11.0,0.826086975,0.002799311,1.0
477,478,58.0,1.449275472,0.000645795,1.0
478,477,25.0,1.449275455,0.148739648,1.0
478,479,0.0,0.01,9.04e-09,1.0
478,480,58.0,0.01,3.53e-07,1.0
479,433,21.0,1.637681233,0.182093616,1.0
479,478,22.0,0.01,1.27e-05,1.0
479,480,131.0,0.01,5.54e-06,1.0
480,478,3.0,0.01,4.41e-06,1.0
480,479,21.0,0.01,1.46e-05,1.0
480,481,189.0,0.889158601,0.083130506,1.0
481,60,143.0,0.760000038,0.022685435,1.0
481,469,52.0,6.283636688,2.003252659,1.0
481,480,24.0,0.888888934,0.0549167,1.0
482,461,1082.194477,1.668813834,0.012731839,1.0
482,463,26.0,1.200000022,0.19416751,1.0
482,483,93.0,0.600000882,0.008306129,1.0
483,74,93.0,1.080000051,0.005242582,1.0
483,482,1108.194477,0.656212279,0.007415064,1.0
483,484,0.0,0.777777801,0.001691687,1.0
484,483,864.1944772,0.791839965,0.044881923,0.9911990101292962
484,485,0.0,2.462963057,0.054098211,0.9794185149485586
484,499,0.0,1.617391338,0.053736075,1.0
485,76,0.0,2.720000203,0.764569213,1.0
485,484,864.1944772,2.507493243,0.048458721,1.0
485,486,0.0,0.782608696,0.092411204,1.0
486,485,318.5883024,0.782888046,0.02035871,1.0
486,487,0.0,0.01,5.26e-06,1.0
487,486,318.5883024,0.01,1.38e-07,1.0
487,495,0.0,1.83333338,0.208834054,1.0
488,140,0.0,2.000000127,0.26602069,1.0
488,489,0.0,0.01,1.26e-05,1.0
488,490,0.0,0.01,6.5e-06,1.0
488,491,0.0,0.01,4.2e-06,1.0
489,488,0.0,0.01,1.37e-05,1.0
489,490,191.0,0.01,1.45e-05,1.0
489,491,11.0,0.01,1.09e-05,1.0
489,835,285.0,1.681159705,0.000740503,1.0
490,488,0.0,0.01,6.79e-06,1.0
490,489,285.0,0.01,1.6e-05,1.0
490,491,5.0,0.01,5.09e-06,1.0
490,492,191.0,0.851860713,0.000416629,1.0
491,488,0.0,0.01,4.1e-06,1.0
491,489,0.0,0.01,9.52e-07,1.0
491,490,0.0,0.01,3e-06,1.0
491,508,16.0,1.666666667,0.000367873,1.0
492,79,58.0,1.880000051,0.426630747,1.0
492,490,290.0,0.851921595,0.051887557,0.9450579856818724
492,493,828.0,1.221318023,0.01096695,1.0
493,77,126.0,1.440000025,0.019716081,1.0
493,492,227.0,1.203733064,0.002828458,1.0
493,494,1244.0,0.328728855,0.010199432,1.0
494,493,254.0,0.296683825,0.003696754,1.0
494,495,1244.0,1.653667232,0.094148006,1.0
494,507,0.0,1.22608699,0.012062775,1.0
495,487,318.5883024,1.833572242,0.106181336,1.0
495,494,254.0,1.631761066,0.260028855,1.0
495,496,925.4116976,0.968394275,0.023702623,1.0
496,495,254.0,0.944484607,0.043163419,1.0
496,497,925.4116976,0.01,2.92e-06,1.0
497,496,254.0,0.01,6.66e-07,0.8629638264287033
497,498,925.4116976,0.493691205,0.034117473,1.0
498,76,125.0,1.720000076,0.001616579,1.0
498,497,254.0,0.481501962,0.001001332,1.0
498,499,1233.805523,2.844601043,0.01422566,1.0
499,484,0.0,1.617391338,0.173450971,0.6554805936782572
499,498,287.0,2.574274274,0.062304804,1.0
499,500,1200.805523,0.626840306,0.033116443,1.0
499,501,33.0,0.391315012,0.002306624,1.0
500,74,114.0,1.800000127,0.003577756,1.0
500,466,1300.805523,1.599510041,0.000522107,1.0
500,499,278.0,0.57411222,0.011565011,1.0
501,74,33.0,1.640000025,0.007632361,1.0
501,499,9.0,0.39130446,0.012600185,1.0
501,502,0.0,1.956521739,0.420961297,0.7264811711250421
502,474,55.0,2.180260501,0.094067379,1.0
502,501,0.0,1.956521739,0.603301454,1.0
502,503,13.0,0.940000602,0.012193463,1.0
503,75,24.0,1.520000076,0.022096295,1.0
503,502,55.0,0.94011233,0.094353942,0.8001004122988717
503,504,0.0,5.040000407,1.077005057,1.0
504,78,0.0,1.520000076,0.351953579,1.0
504,503,32.0,5.04008361,2.662416193,1.0
504,505,8.0,1.330435052,0.058549718,1.0
504,510,0.0,2.3,0.253422644,1.0
505,504,6.0,1.330434892,0.187627573,1.0
505,506,8.0,0.01,1.18e-05,1.0
506,505,6.0,0.01,2.15e-06,1.0
506,507,8.0,1.200000245,0.014386287,1.0
507,77,8.0,1.360000102,0.00518603,1.0
507,494,0.0,1.22608699,0.061587887,1.0
507,506,6.0,1.2000001,0.212650434,1.0
508,491,0.0,1.666666667,0.41970018,1.0
508,509,16.0,0.01,1.24e-05,1.0
509,508,0.0,0.01,1.66e-06,1.0
509,510,16.0,0.971014511,0.023656478,1.0
510,469,11.0,6.478261164,0.042841426,1.0
510,504,5.0,2.300000043,0.268802291,1.0
510,509,0.0,0.971014511,0.00013556,1.0
511,124,51.0,1.120000076,0.049255142,1.0
511,512,343.0,0.818388428,0.084653013,1.0
511,1031,386.0,0.327420645,0.016037441,1.0
512,511,437.0,0.818863509,0.006211231,0.7326663963110873
512,513,49.0,0.01,3.41e-07,1.0
512,514,79.0,0.01,1.18e-05,1.0
512,515,215.0,0.01,1.12e-06,0.6213880216924541
513,512,51.0,0.01,2.88e-09,1.0
513,514,122.0,0.01,7.42e-06,1.0
513,515,0.0,0.01,1.08e-07,0.7270434932693113
513,660,461.0,2.579715232,0.183724304,1.0
514,181,360.388142,0.797101755,0.00016102,1.0
514,512,135.0,0.01,5.59e-06,1.0
514,513,407.0,0.01,6.42e-07,1.0
514,515,285.0,0.01,1.51e-05,1.0
515,512,251.0,0.01,1.46e-05,1.0
515,513,5.0,0.01,5.8e-06,0.5979066785097179
515,514,159.388142,0.01,6.28e-06,1.0
515,516,500.0,1.885984682,0.135575167,1.0
516,122,0.0,0.760000038,0.040169386,1.0
516,515,415.388142,1.884807765,0.126162002,1.0
516,517,563.0,0.856672377,0.04582404,1.0
517,516,397.388142,0.855344089,0.001890945,1.0
517,518,563.0,0.01,1.17e-05,0.6750512845254324
518,517,397.388142,0.01,7.03e-07,1.0
518,519,563.0,0.362996778,0.00042959,1.0
519,121,77.0,0.760000038,0.013324077,1.0
519,518,397.388142,0.362433944,0.001871145,1.0
519,520,600.0,0.63150459,0.026615086,1.0
520,119,38.0,0.920000013,0.022985808,1.0
520,519,454.388142,0.630104156,0.01535766,1.0
520,521,775.0,0.523989963,0.004701844,1.0
521,520,445.388142,0.518872509,0.013119165,1.0
521,522,719.0,0.652868727,0.000451349,1.0
521,537,111.0,0.834785322,0.012922598,1.0
522,117,331.0,0.8,0.034038069,1.0
522,521,408.388142,0.648436332,0.06092119,1.0
522,523,1379.0,1.555791905,0.003771297,1.0
523,522,593.388142,1.522799367,0.365512947,1.0
523,524,1758.652738,0.640989217,0.001429192,0.8661893774953013
523,539,240.0,0.758207714,0.016365775,1.0
524,112,420.0,0.720000013,0.004981885,1.0
524,523,670.388142,0.593004085,0.056189872,1.0
524,525,2264.652738,0.64252744,0.045885162,1.0
525,524,954.388142,0.501989923,0.02953066,1.0
525,526,2446.229659,0.326124915,0.005679014,0.7921910130409935
525,542,237.6453993,0.884559762,0.007335052,1.0
526,525,1143.033541,0.299172433,0.000963279,1.0
526,527,461.6635149,0.01,5.99e-06,1.0
526,528,242.6069221,0.01,4.26e-06,1.0
526,529,1741.959222,0.01,1.23e-05,1.0
527,163,604.4789828,3.37472033,0.365239232,1.0
527,526,425.6453993,0.01,4.84e-07,1.0
527,528,526.5400768,0.01,7.45e-06,0.6908325730373899
527,529,79.19311028,0.01,1.1e-05,0.7665122529836539
528,527,91.81546789,0.01,7.08e-06,1.0
528,529,55.94527175,0.01,1.32e-05,1.0
528,544,769.1469989,0.903207593,0.006417456,1.0
529,526,717.388142,0.01,7.91e-06,1.0
529,527,51.0,0.01,1.4e-05,1.0
529,530,1877.097604,0.304352201,0.001902392,1.0
530,529,768.388142,0.296700151,0.002890749,1.0
530,531,1587.511416,0.505938032,0.012142372,1.0
530,545,289.5861882,1.045834103,0.012716527,1.0
531,530,643.388142,0.500283357,0.024695898,1.0
531,532,114.0,0.705825672,0.001072181,1.0
531,534,1676.511416,0.589358212,0.019070191,1.0
532,108,146.0,0.680000051,0.048816734,1.0
532,531,175.0,0.704932708,0.001912898,0.5882437984401829
532,547,57.0,0.443560321,0.00125154,1.0
533,108,206.0,0.840000025,0.042133603,1.0
533,534,25.0,0.652180674,0.016455077,1.0
533,550,144.0,0.655276248,0.022449023,1.0
534,531,671.388142,0.574848927,0.026524646,1.0
534,533,161.0,0.656760533,0.03745832,1.0
534,535,1701.511416,0.402555165,7.63e-06,1.0
535,10,307.0,1.040000025,0.037780183,1.0
535,534,832.388142,0.392971597,0.002880413,1.0
535,845,1587.511416,0.421149343,0.010423566,1.0
536,160,985.611858,0.459347894,0.007139862,1.0
536,841,2810.650611,1.769788892,0.068054033,1.0
537,521,92.0,0.8347838,0.006393137,0.9564874521486912
537,538,23.0,0.886963411,0.007566718,1.0
537,565,114.0,1.173917372,0.134864283,0.9564771277166513
538,117,11.0,1.160000102,0.002010894,1.0
538,537,3.0,0.886956594,0.002472459,1.0
538,539,12.0,2.008695825,0.253784592,1.0
539,523,542.652738,0.821087334,0.036253773,0.5973546514679351
539,538,0.0,2.008695685,0.436621483,1.0
539,540,240.0,0.496756759,0.033464386,1.0
539,541,21.4023477,0.834783082,0.074474447,1.0
540,111,12.0,0.960000038,0.000984147,1.0
540,539,552.0550857,0.541328579,0.043242208,1.0
540,573,228.0,0.653329636,0.061157082,1.0
541,111,121.0,1.040000025,0.121587823,1.0
541,112,7.0,1.4,0.173704185,1.0
541,539,0.0,0.834782642,0.018976449,1.0
541,542,343.4023477,0.763187861,0.015690501,1.0
542,525,230.5769207,0.882181428,0.041091124,1.0
542,541,115.0,0.758158409,0.006494812,1.0
542,543,146.6453993,0.498165227,0.028129481,1.0
542,544,194.4023477,0.443495708,0.025749757,1.0
543,111,0.0,1.520000076,0.063131499,0.6296917974224199
543,542,81.57692072,0.495974139,0.018881037,1.0
543,580,146.6453993,0.498165227,0.007257332,1.0
544,528,147.7607396,0.886966811,0.004729842,1.0
544,542,24.0,0.443478328,0.004306572,1.0
544,545,637.0291623,0.446978711,0.015469691,1.0
544,584,508.426991,1.221046533,0.210760215,1.0
545,530,125.0,0.994176562,0.120489358,1.0
545,544,24.0,0.443478328,0.016927026,1.0
545,546,175.0,0.500320756,0.022366509,1.0
545,547,766.6153505,0.584274659,0.003003091,1.0
546,107,203.0,1.080000051,0.046358881,1.0
546,545,102.0,0.496356501,0.009567106,1.0
546,588,42.0,0.495683645,0.000228576,0.7528622763881645
547,532,235.0,0.444512769,0.006300625,1.0
547,545,62.0,0.573916099,0.004383254,1.0
547,548,366.3061961,0.557771059,0.017293841,1.0
547,549,820.129821,0.561197188,0.031945116,1.0
548,107,202.0,0.960000038,0.01664131,1.0
548,547,496.8206666,0.511582405,0.014981153,1.0
548,592,347.8239405,0.72034935,0.002157032,1.0
549,547,163.0,0.548042812,0.016266038,1.0
549,551,0.0,0.01,2.28e-08,1.0
549,552,820.129821,0.01,2.37e-09,1.0
550,533,109.0,0.653343312,0.000812517,1.0
550,549,0.0,0.01,1.29e-05,1.0
550,551,61.0,0.01,1.28e-05,1.0
550,552,83.0,0.01,1.42e-05,0.8205210294013277
551,549,0.0,0.01,4.16e-06,1.0
551,550,19.0,0.01,7.32e-07,1.0
551,552,86.0,0.01,1.34e-05,1.0
551,597,115.0,0.993448912,0.003210891,1.0
552,549,163.0,0.01,2.22e-07,0.9925972499313607
552,550,90.0,0.01,4.14e-07,0.6200677216300713
552,551,54.0,0.01,3.69e-06,1.0
552,553,989.129821,1.038019626,0.005797013,0.7587363614339346
553,552,307.0,1.03201435,0.017816582,1.0
553,554,202.0,0.01,9.03e-06,1.0
553,556,787.129821,0.01,1.24e-05,1.0
554,553,11.0,0.01,1.63e-06,1.0
554,555,334.3304392,0.01,7.05e-06,1.0
554,556,43.0,0.01,8.13e-06,1.0
554,598,892.7477622,0.729463881,0.011536609,1.0
555,553,0.0,0.01,6.54e-06,1.0
555,554,700.7477622,0.01,8.63e-06,1.0
555,557,524.3304392,0.531935182,0.014420384,1.0
556,553,296.0,0.01,6.56e-06,1.0
556,554,0.0,0.01,1.29e-06,1.0
556,555,190.0,0.01,3.25e-06,1.0
556,560,817.129821,0.747973391,0.016057045,1.0
557,555,700.7477622,0.628243516,0.002843355,1.0
557,558,524.3304392,0.335959059,0.008022513,1.0
558,96,391.0,0.360000006,0.011778644,0.5353834006052917
558,557,700.7477622,0.396785374,7.8e-05,1.0
558,1043,319.3304392,0.157771389,2.7e-05,1.0
559,888,284.3304392,0.157233583,0.001658829,1.0
559,943,926.1042755,0.187194935,4.16e-06,1.0
559,1043,795.7477622,0.345627428,0.001557047,1.0
560,556,473.0,0.731959186,0.002733879,1.0
560,561,805.1396032,0.186713092,5.03e-06,1.0
560,610,755.3748713,0.713432487,0.019620407,1.0
560,975,686.1117493,0.286852232,0.004286318,1.0
561,560,473.9015235,0.182993053,4.28e-05,1.0
561,562,805.1396032,0.160039789,0.000384637,1.0
561,611,0.0,0.960000038,0.071404629,1.0
562,561,392.0558238,0.156662951,0.00107983,1.0
562,563,805.1396032,0.266732971,0.008944863,1.0
562,977,0.0,0.4,0.005491731,1.0
563,562,392.0558238,0.261104909,0.005273928,1.0
563,564,1026.188497,0.194742876,0.001971676,1.0
563,613,1910.759807,0.735392375,0.018134922,1.0
564,563,951.9931536,0.191285782,0.001657917,1.0
564,617,1601.188497,0.503643099,0.014041786,1.0
564,998,916.6936328,0.108535883,0.000506357,0.6692224468235095
565,537,115.0,1.173917541,0.057208488,1.0
565,566,97.0,0.01,1.06e-05,1.0
565,569,17.0,0.01,1.15e-06,1.0
566,565,90.0,0.01,5.54e-06,1.0
566,567,113.0,0.83484689,0.021336757,1.0
566,569,0.0,0.01,5.63e-06,1.0
567,118,17.0,0.920000013,0.107018246,1.0
567,566,90.0,0.834805882,0.053440654,1.0
567,666,96.0,1.773916153,0.035587296,1.0
568,565,25.0,0.01,9.6e-06,1.0
568,566,16.0,0.01,3.28e-08,0.7678435816067732
569,571,17.0,1.773917908,0.133069939,0.9235269423296493
570,116,63.0,0.520000013,0.018341305,1.0
570,568,41.0,1.173981574,0.010069104,1.0
571,116,17.0,0.520000013,0.020650139,1.0
571,575,647.0,2.153519434,0.33871308,1.0
572,570,67.0,1.7223003,0.102905131,1.0
573,540,538.0550857,0.705757469,0.006104652,1.0
573,572,20.0,0.01,5.76e-07,1.0
573,576,208.0,0.01,5.46e-07,1.0
573,577,0.0,0.01,4.66e-06,1.0
574,572,41.0,0.01,3.43e-07,0.6358343628935865
574,573,0.0,0.01,1.63e-06,1.0
574,576,89.0,0.01,1.23e-05,1.0
575,573,212.4023477,0.01,7.97e-06,1.0
575,576,193.0,0.01,1.47e-06,1.0
575,577,241.5976523,0.01,8.79e-06,1.0
576,572,6.0,0.01,6.01e-07,1.0
576,573,325.652738,0.01,4.91e-06,0.5843992703641387
576,577,27.0,0.01,1.14e-06,1.0
576,630,490.0,0.879936116,0.092796298,1.0
577,578,268.5976523,0.570977647,0.001045522,1.0
578,111,39.0,0.720000013,0.00213609,1.0
578,581,370.5976523,1.091224581,0.179380371,1.0
579,111,29.0,0.720000013,0.028853685,1.0
579,574,130.0,0.549647172,0.024585424,1.0
580,543,81.57692072,0.495974139,0.001854607,1.0
580,579,60.0,0.965431103,0.008977249,1.0
580,581,146.6453993,0.314630666,0.000512293,1.0
581,580,41.57692072,0.313062659,4.45e-06,1.0
581,582,340.6675463,0.457958316,0.018774861,1.0
581,632,374.6453993,0.770241615,0.046320928,0.5695215775610436
582,584,329.6675463,0.01,7.37e-08,1.0
582,586,0.0,0.01,8.44e-07,1.0
582,587,11.0,0.01,1.02e-05,1.0
583,580,100.0,0.417944661,0.013954712,0.6104350488320056
584,544,329.6675463,1.158392153,0.064656812,1.0
584,583,0.0,0.01,1.2e-06,1.0
584,586,153.3546007,0.01,1.09e-05,1.0
584,587,355.0723902,0.01,8.4e-06,1.0
585,583,22.0,0.01,7.51e-06,1.0
585,584,0.0,0.01,1.1e-06,1.0
585,586,20.0,0.01,1.59e-05,1.0
586,583,78.0,0.01,1.22e-05,1.0
586,584,0.0,0.01,9.99e-06,1.0
586,587,0.0,0.01,5.08e-06,0.8172430493239844
586,635,173.3546007,0.835217475,0.0194,1.0
587,589,366.0723902,0.469585045,0.00173139,1.0
588,546,120.0,0.496896889,0.003873096,1.0
588,585,42.0,0.417417802,0.001731612,1.0
588,589,0.0,0.313043491,0.000908675,1.0
589,588,82.0,0.31325054,0.000935752,1.0
589,590,198.2037038,0.608742201,0.022244919,1.0
589,636,348.2070974,0.749437337,0.037834934,1.0
590,592,191.338411,0.01,3.04e-07,1.0
590,593,0.0,0.01,5.67e-09,1.0
590,594,6.865292823,0.01,1.55e-05,0.8261812277687178
591,588,38.0,0.600026815,0.008083989,1.0
592,548,355.338411,0.658651395,0.042066035,1.0
592,591,0.0,0.01,2.3e-07,0.7127394163575351
592,593,66.0,0.01,5.47e-06,1.0
592,594,281.8239405,0.01,1.34e-05,1.0
593,591,38.0,0.01,3.13e-06,0.5246504291696921
593,592,164.0,0.01,1.82e-06,1.0
593,594,0.0,0.01,1.16e-06,1.0
593,638,143.0,0.835124259,0.058380152,1.0
594,596,288.6892333,0.577635166,0.017188946,1.0
595,591,0.0,0.01,9.69e-07,0.8687982933169184
595,592,0.0,0.01,1.64e-07,1.0
595,593,77.0,0.01,1.41e-05,1.0
596,597,105.0,0.313535866,0.006577974,1.0
596,640,326.6892333,0.735181722,0.000431158,1.0
597,551,105.0,0.992863587,0.012483106,1.0
597,595,77.0,0.548116759,0.030415295,1.0
597,596,38.0,0.313057477,0.001565547,1.0
598,554,378.3304392,0.716342965,0.002196896,1.0
598,599,523.3950549,0.01,1.57e-05,1.0
598,602,369.3527073,0.01,1.48e-05,1.0
599,598,378.3304392,0.01,5.89e-07,1.0
599,600,740.3950549,0.980308154,0.002404189,1.0
599,602,12.0,0.01,2.99e-07,1.0
600,99,504.0,0.480000019,0.026170688,1.0
600,599,390.3304392,0.744736727,0.043327863,1.0
600,643,376.3950549,0.60998656,5.81e-05,1.0
601,98,440.0,0.920000013,0.069302489,1.0
601,604,544.4641839,0.572093994,0.006439984,1.0
601,645,724.5952607,0.818516201,0.008563559,1.0
602,604,381.3527073,0.835845203,0.021964926,1.0
603,598,0.0,0.01,7.1e-06,1.0
603,599,217.0,0.01,1.02e-05,1.0
604,601,905.5952607,0.692120203,0.025744613,1.0
604,605,346.5642804,0.20145669,0.000263381,1.0
604,610,514.1117493,0.189225155,0.003042279,0.5907363121432883
605,606,346.5642804,0.143897626,0.002451858,1.0
606,607,346.5642804,0.287795252,0.000381739,0.7245908520470697
606,612,0.0,0.280000019,0.003425804,1.0
607,608,2011.651089,0.190911789,0.004641058,1.0
607,609,282.658564,0.130462059,0.002438931,1.0
608,609,1221.693633,0.293746753,0.000435564,1.0
608,647,2011.651089,0.731828507,0.000785397,1.0
609,614,1158.693633,0.186019429,0.001847465,1.0
609,616,345.658564,0.730810187,0.052547826,1.0
610,560,552.1185958,0.655212101,0.047323885,0.5669868732251542
610,603,217.0,0.745053843,0.075243989,1.0
610,604,840.4543993,0.219637043,0.000542106,1.0
611,605,0.0,0.280000019,0.000804416,1.0
611,610,340.0863744,0.184163971,0.000962794,1.0
612,562,0.0,0.960000038,0.004075315,1.0
612,611,340.0863744,0.131545685,0.002484829,1.0
613,607,1947.745373,0.217340872,0.003673108,1.0
613,612,340.0863744,0.263091369,0.003100256,1.0
614,564,1158.693633,0.637780881,0.006283353,1.0
614,613,377.0719402,0.13053365,0.000124201,1.0
615,614,377.0719402,0.600454797,0.000115803,1.0
615,616,998.4156658,0.28607066,0.010680281,1.0
615,617,585.8669339,0.772265575,0.034226209,1.0
616,615,292.8737803,0.209748515,0.005404976,1.0
616,619,465.9706445,0.653446907,0.058442913,1.0
616,650,1196.721795,0.753680549,0.039390076,0.8694064932174183
617,564,1284.993154,0.400689303,0.008059881,1.0
617,615,749.4156658,0.829548857,0.095363897,1.0
617,997,0.0,0.280000019,9.74e-05,1.0
617,1012,1298.003601,0.527684742,0.008763646,1.0
618,615,919.0650937,0.656499863,0.020534199,1.0
618,619,900.9548595,0.229848717,0.000351449,0.8095985762941753
618,1013,666.514427,0.88146511,0.050804994,1.0
619,618,426.8450498,0.186056669,0.005482749,1.0
619,621,476.9706445,0.627443298,0.042018737,1.0
619,652,889.9548595,0.553370755,0.001750594,1.0
620,80,337.0,0.440000025,0.009315851,1.0
620,618,1287.95799,0.241817116,0.007014857,1.0
621,80,65.0,0.440000025,0.002613831,1.0
621,624,569.9706445,0.314546642,0.001241764,1.0
622,620,1489.95799,0.634469784,0.023174555,1.0
622,623,2358.091748,0.67414711,0.000468071,1.0
622,624,1123.714607,0.212094678,4.1e-05,1.0
623,622,1243.714607,0.615377505,0.053675928,0.5951780210023225
623,1017,2108.091748,0.504734335,0.000237953,1.0
623,1020,250.0,0.443531875,0.003281969,1.0
624,622,2081.761125,0.223472724,0.001415655,0.8874686089698438
624,625,906.7146072,0.577496563,0.022257507,0.941554632720257
624,627,756.9706445,0.451044593,0.004039729,1.0
625,624,2051.761125,0.611997926,0.018322849,1.0
625,627,767.0,0.56860182,0.018409572,1.0
625,655,2329.731832,0.63936279,0.004963949,1.0
626,622,1646.288612,0.540123967,0.000845813,1.0
626,627,1588.017225,0.306265824,0.012589548,1.0
626,1028,919.0,1.432808216,0.14750369,1.0
627,625,1423.017225,0.637586796,0.062084675,1.0
627,626,722.0,0.233547358,1.21e-05,1.0
627,629,966.9706445,0.904730952,0.073204024,1.0
628,81,213.0,1.360000102,0.002641795,0.5556918978118667
628,626,1881.065094,0.667337073,0.057018432,1.0
629,81,372.0,1.360000102,0.007273581,1.0
629,450,760.9706445,0.720133556,0.072459028,1.0
630,576,358.652738,0.845980592,0.00467499,1.0
630,631,97.0,0.782639143,0.000517379,0.6236280483416152
630,633,490.0,1.044924149,0.058962975,1.0
